image_id,pa_deg,fl_mm,mt_mm
IMG_00076.tif,13.292,80.708,17.475
IMG_00077.tif,13.248,80.969,17.458
IMG_00078.tif,13.289,77.916,19.867
IMG_00079.tif,13.639,76.492,19.872
IMG_00080.tif,13.428,77.164,19.863
IMG_00081.tif,12.316,84.771,19.839
IMG_00082.tif,12.071,87.218,19.830
IMG_00083.tif,11.775,89.04,19.840
IMG_00084.tif,12.117,86.949,19.666
IMG_00085.tif,12.5,84.38,19.828
IMG_00086.tif,14.192,95.865,23.806
IMG_00087.tif,14.569,93.246,23.741
IMG_00088.tif,14.129,95.808,23.781
IMG_00089.tif,13.801,96.849,23.816
IMG_00090.tif,13.79,101.817,24.309
IMG_00091.tif,16.425,99.792,24.790
IMG_00092.tif,15.944,102.719,24.785
IMG_00093.tif,15.983,102.034,24.573
IMG_00094.tif,15.979,102.231,24.763
IMG_00095.tif,16.425,99.418,24.745
IMG_00096.tif,23.369,82.235,24.686
IMG_00097.tif,23.157,80.28,24.774
IMG_00098.tif,23.836,77.402,24.642
IMG_00099.tif,24.08,77.776,23.811
IMG_00100.tif,23.718,77.901,22.384
IMG_00101.tif,20.398,98.927,26.060
IMG_00102.tif,19.677,101.779,25.980
IMG_00103.tif,19.724,100.416,26.067
IMG_00104.tif,19.618,104.662,26.060
IMG_00105.tif,19.756,101.833,26.009
IMG_00106.tif,13.257,123.747,26.839
IMG_00107.tif,13.263,123.839,26.865
IMG_00108.tif,13.238,123.927,26.869
IMG_00109.tif,13.449,122.278,26.861
IMG_00110.tif,13.477,122.099,26.853
IMG_00111.tif,15.115,88.822,22.324
IMG_00112.tif,14.967,90.111,22.235
IMG_00113.tif,14.83,91.29,22.276
IMG_00114.tif,14.872,91.0,22.266
IMG_00115.tif,15.017,90.691,22.257
IMG_00116.tif,17.358,79.806,20.853
IMG_00117.tif,18.151,79.022,20.882
IMG_00118.tif,17.491,81.53,20.835
IMG_00119.tif,17.343,83.326,20.849
IMG_00120.tif,17.233,82.649,20.912
IMG_00121.tif,17.036,100.41,25.020
IMG_00122.tif,15.576,101.688,25.018
IMG_00123.tif,15.733,99.997,25.024
IMG_00124.tif,14.886,103.487,25.039
IMG_00125.tif,15.245,103.139,25.020
IMG_00126.tif,18.214,84.184,20.040
IMG_00127.tif,17.336,84.26,19.977
IMG_00128.tif,18.32,84.466,20.338
IMG_00129.tif,18.328,84.375,20.190
IMG_00130.tif,17.322,84.108,20.022
IMG_00131.tif,19.415,108.083,27.175
IMG_00132.tif,19.507,107.719,27.197
IMG_00133.tif,19.779,104.196,27.198
IMG_00134.tif,19.617,107.088,27.135
IMG_00135.tif,19.603,104.287,27.192
IMG_00136.tif,22.652,90.074,23.580
IMG_00137.tif,22.522,90.74,23.659
IMG_00138.tif,22.221,92.521,23.667
IMG_00139.tif,22.273,91.748,23.944
IMG_00140.tif,22.226,91.996,24.159
IMG_00141.tif,16.143,112.975,27.092
IMG_00142.tif,16.086,111.927,27.065
IMG_00143.tif,16.025,113.154,28.017
IMG_00144.tif,15.918,112.929,28.038
IMG_00145.tif,15.965,112.521,28.009
IMG_00146.tif,13.192,84.332,19.822
IMG_00147.tif,18.171,117.027,32.837
IMG_00148.tif,12.703,84.048,19.470
IMG_00149.tif,17.242,122.103,32.811
IMG_00150.tif,13.334,85.53,18.741
IMG_00151.tif,11.73,90.404,17.180
IMG_00152.tif,11.738,89.449,17.108
IMG_00153.tif,11.59,91.545,17.162
IMG_00154.tif,11.601,89.394,17.418
IMG_00155.tif,11.816,89.799,18.256
IMG_00156.tif,13.238,82.593,18.380
IMG_00157.tif,13.242,82.651,18.696
IMG_00158.tif,13.225,82.927,18.986
IMG_00159.tif,13.165,83.443,19.096
IMG_00160.tif,13.188,83.634,18.937
IMG_00161.tif,11.352,99.448,16.561
IMG_00162.tif,11.506,98.221,16.764
IMG_00163.tif,11.384,99.287,16.720
IMG_00164.tif,11.508,98.165,16.750
IMG_00165.tif,11.268,99.532,16.743
IMG_00166.tif,15.293,87.646,21.402
IMG_00167.tif,14.185,89.713,22.177
IMG_00168.tif,14.028,90.109,22.405
IMG_00169.tif,14.206,86.921,21.537
IMG_00170.tif,14.672,85.373,21.417
IMG_00171.tif,13.72,103.519,24.712
IMG_00172.tif,13.871,100.837,24.716
IMG_00173.tif,13.758,103.505,24.731
IMG_00174.tif,13.277,107.543,24.731
IMG_00175.tif,13.295,107.239,24.761
IMG_00176.tif,19.619,86.528,22.493
IMG_00177.tif,19.986,85.268,22.790
IMG_00178.tif,19.687,86.298,22.646
IMG_00179.tif,20.129,85.415,22.815
IMG_00180.tif,19.71,84.774,21.384
IMG_00181.tif,18.734,90.392,26.241
IMG_00182.tif,18.603,90.927,26.192
IMG_00183.tif,18.534,91.179,28.589
IMG_00184.tif,17.206,96.532,28.646
IMG_00185.tif,17.208,97.331,26.240
IMG_00186.tif,14.502,99.209,25.775
IMG_00187.tif,14.624,98.622,25.654
IMG_00188.tif,16.917,92.749,25.389
IMG_00189.tif,16.917,92.749,25.389
IMG_00190.tif,16.023,92.64,24.642
IMG_00191.tif,15.407,106.177,25.047
IMG_00192.tif,16.88,107.174,24.350
IMG_00193.tif,15.584,105.746,25.069
IMG_00194.tif,15.497,106.235,25.048
IMG_00195.tif,15.869,103.570,25.059
IMG_00196.tif,16.971,63.347,17.533
IMG_00197.tif,16.468,98.658,20.800
IMG_00198.tif,14.173,77.341,19.167
IMG_00199.tif,15.494,65.68,16.503
IMG_00200.tif,17.171,65.222,18.531
IMG_00201.tif,12.151,89.902,18.852
IMG_00202.tif,13.882,105.826,21.581
IMG_00203.tif,13.871,88.533,18.676
IMG_00204.tif,18.971,91.381,19.824
IMG_00205.tif,14.39,86.252,22.132
IMG_00206.tif,15.25,95.218,17.895
IMG_00207.tif,15.017,72.566,15.077
IMG_00208.tif,15.161,82.002,19.911
IMG_00209.tif,17.149,61.959,16.311
IMG_00210.tif,12.524,81.332,16.603
IMG_00211.tif,17.981,97.299,25.909
IMG_00212.tif,22.208,56.967,21.674
IMG_00213.tif,15.567,110.19,24.489
IMG_00214.tif,13.068,78.24,18.803
IMG_00215.tif,17.818,97.741,23.230
IMG_00216.tif,18.845,72.044,19.475
IMG_00217.tif,16.196,75.979,20.595
IMG_00218.tif,12.433,100.505,18.485
IMG_00219.tif,22.556,58.354,21.154
IMG_00220.tif,17.578,77.423,21.175
IMG_00221.tif,13.635,87.981,18.507
IMG_00222.tif,16.442,67.729,19.979
IMG_00223.tif,15.196,74.346,16.136
IMG_00224.tif,16.526,60.768,16.053
IMG_00225.tif,17.561,81.901,20.008
IMG_00226.tif,17.537,98.782,22.266
IMG_00227.tif,21.243,68.282,22.731
IMG_00228.tif,14.147,84.565,20.157
IMG_00229.tif,13.612,109.316,23.128
IMG_00230.tif,18.71,64.343,18.625
IMG_00231.tif,14.328,82.042,21.419
IMG_00232.tif,14.35,65.16,15.624
IMG_00233.tif,18.515,60.051,16.875
IMG_00234.tif,17.127,48.4,13.850
IMG_00235.tif,19.042,55.135,18.404
IMG_00236.tif,15.357,94.978,20.662
IMG_00237.tif,24.123,70.531,28.134
IMG_00238.tif,16.177,99.968,23.144
IMG_00239.tif,12.811,91.095,18.186
IMG_00240.tif,18.054,66.77,19.695
IMG_00241.tif,13.78,84.01,20.303
IMG_00242.tif,23.847,58.132,20.725
IMG_00243.tif,20.581,58.016,19.035
IMG_00244.tif,13.876,99.72,20.316
IMG_00245.tif,16.139,102.518,23.446
IMG_00246.tif,19.799,61.64,20.059
IMG_00247.tif,13.404,67.167,16.688
IMG_00248.tif,15.978,78.241,18.617
IMG_00249.tif,20.091,55.248,16.259
IMG_00250.tif,14.375,90.217,18.563
IMG_00251.tif,22.633,38.815,13.985
IMG_00252.png,13.984,77.371,18.125
IMG_00253.png,21.737,91.056,21.371
IMG_00254.png,16.05,65.108,19.073
IMG_00255.png,22.891,73.312,27.065
IMG_00256.png,20.752,71.157,21.689
IMG_00257.png,19.862,60.974,20.417
IMG_00258.png,28.18,62.624,26.207
IMG_00259.png,23.688,43.602,17.550
IMG_00260.png,15.735,77.706,21.872
IMG_00261.png,18.511,76.678,20.885
IMG_00262.png,17.883,71.238,21.062
IMG_00263.png,13.77,56.779,14.633
IMG_00264.png,25.974,48.678,19.586
IMG_00265.png,22.208,46.5,18.276
IMG_00266.png,22.068,42.869,14.574
IMG_00267.png,19.813,63.05,21.048
IMG_00268.png,16.065,80.129,19.037
IMG_00269.png,18.084,74.345,22.101
IMG_00270.png,21.592,53.978,20.674
IMG_00271.png,18.704,64.887,17.542
IMG_00272.png,18.999,68.888,19.402
IMG_00273.png,23.098,43.909,16.627
IMG_00274.png,19.14,64.592,20.061
IMG_00275.png,20.336,92.439,23.642
IMG_00276.png,15.331,83.731,23.395
IMG_00277.png,19.075,84.887,22.903
IMG_00278.png,17.912,64.994,20.043
IMG_00279.png,16.996,63.839,16.919
IMG_00280.png,14.969,65.97,14.569
IMG_00281.png,22.093,52.506,16.786
IMG_00282.png,16.715,73.583,20.854
IMG_00283.png,19.813,89.734,21.695
IMG_00284.png,22.469,53.7,18.337
IMG_00285.png,21.052,64.236,21.502
IMG_00286.png,17.65,80.095,20.582
IMG_00287.png,28.938,40.426,15.864
IMG_00288.png,24.106,63.918,23.407
IMG_00289.png,21.157,54.596,18.259
IMG_00290.png,20.983,47.819,15.334
IMG_00291.png,18.569,81.79,19.050
IMG_00292.png,27.963,42.418,16.782
IMG_00293.png,15.163,87.325,20.702
IMG_00294.png,23.438,74.062,22.536
IMG_00295.png,21.563,65.134,23.433
IMG_00296.png,15.82,65.409,18.858
IMG_00297.png,14.565,83.298,19.821
IMG_00298.png,23.42,65.29,21.818
IMG_00299.png,27.305,52.067,19.240
IMG_00300.png,14.484,74.968,15.718
IMG_00301.png,24.139,52.982,20.539
IMG_00302.png,14.734,88.713,20.471
IMG_00303.png,10.687,134.012,17.807
IMG_00304.png,19.863,81.152,27.016
IMG_00305.png,23.45,45.632,16.611
IMG_00306.png,21.175,52.565,19.254
IMG_00307.png,19.196,81.242,22.023
IMG_00308.png,25.733,51.228,20.143
IMG_00309.png,26.486,32.515,14.353
