image_id,fl_mm_median,n_members,fl_mm_base
IMG_00120.tif,112.18309577118424,5,117.71456529276809
IMG_00121.tif,176.16688496115137,5,191.42325267826743
IMG_00122.tif,180.41479903021576,5,183.90867932310337
IMG_00123.tif,180.05301717460614,5,191.6045623665879
IMG_00124.tif,181.63892090763528,5,191.2697501646178
IMG_00125.tif,181.16992676877027,5,193.9233073816207
IMG_00126.tif,93.47216682997318,5,93.1142169022271
IMG_00127.tif,94.34151580025583,5,91.9786608387264
IMG_00128.tif,93.53604844857978,5,91.59729052805474
IMG_00129.tif,94.15726448530734,5,93.91605927996125
IMG_00130.tif,92.50933530715167,5,90.67626390385706
IMG_00131.tif,118.1883852204442,5,119.70136607708058
IMG_00132.tif,117.0583210867787,5,116.12024755147708
IMG_00133.tif,117.15920783310048,5,114.41284019267998
IMG_00134.tif,117.46851615658622,5,115.47796380686071
IMG_00135.tif,117.02054154559524,5,113.99337595321424
IMG_00136.tif,99.84300085367624,5,99.3596342492514
IMG_00137.tif,99.38713595880076,5,97.4521445720029
IMG_00138.tif,102.17833965171069,5,97.52045029012382
IMG_00139.tif,98.5525551295407,5,94.22780539679458
IMG_00140.tif,104.42775180521328,5,105.54759261517114
IMG_00141.tif,130.96307844921137,5,130.89268991666108
IMG_00142.tif,133.6217332613651,5,133.6217332613651
IMG_00143.tif,132.91493540960855,5,132.91493540960855
IMG_00144.tif,134.09694011298512,5,131.85357694937662
IMG_00145.tif,130.43618223190666,5,130.43618223190666
IMG_00146.tif,84.06730883684325,3,
IMG_00147.tif,,2,
IMG_00148.tif,,1,
IMG_00149.tif,144.2708682673709,5,141.81684554101986
IMG_00150.tif,,2,
IMG_00151.tif,185.54920841574776,5,185.54920841574776
IMG_00152.tif,185.62959337634192,5,184.521991903058
IMG_00153.tif,186.75274844867403,5,186.75274844867403
IMG_00154.tif,187.99870146901756,5,185.12882935736843
IMG_00155.tif,193.4586337588476,5,184.8194079956151
IMG_00156.tif,78.40567903155144,3,
IMG_00157.tif,94.65045423716198,3,
IMG_00158.tif,95.83394674003124,5,96.36627736503232
IMG_00159.tif,92.22461349714678,5,93.61875047348217
IMG_00160.tif,93.42167639970543,5,93.42167639970543
IMG_00161.tif,151.00460467789904,5,146.7590275622888
IMG_00162.tif,149.3763097558192,5,147.59069494437097
IMG_00163.tif,147.45610322876132,5,145.52873772884834
IMG_00164.tif,149.5045799160237,5,143.86893089303658
IMG_00165.tif,141.18146423336546,5,139.71136092415458
IMG_00166.tif,91.30309059934282,5,92.02554914922564
IMG_00167.tif,86.10169339815576,5,87.20191153522796
IMG_00168.tif,87.45402675406552,5,93.1693741352372
IMG_00169.tif,90.67424772557268,5,90.67424772557268
IMG_00170.tif,94.21489915942686,5,84.98406766932888
IMG_00171.tif,100.88055112637925,5,100.88055112637925
IMG_00172.tif,101.54969540367956,5,101.54969540367956
IMG_00173.tif,99.3021284027979,5,99.3021284027979
IMG_00174.tif,98.09865168412416,5,97.18226987264458
IMG_00175.tif,98.6608561633739,5,98.5746698998996
IMG_00176.tif,98.25646798300173,5,103.81103581588184
IMG_00177.tif,100.4012751986202,5,100.4012751986202
IMG_00178.tif,99.95528695838696,5,101.47204019196316
IMG_00179.tif,93.6441589285076,5,102.31066575033032
IMG_00180.tif,103.00709851655952,5,103.00709851655952
IMG_00181.tif,116.34085971778752,5,120.0934233609689
IMG_00182.tif,104.22604601248742,5,102.07404384944836
IMG_00183.tif,106.82038613647836,5,100.0756152472459
IMG_00184.tif,104.42931518639634,5,98.22792217834817
IMG_00185.tif,110.5058943175378,5,117.70569268159468
IMG_00186.tif,148.8995486799714,5,153.48916244397273
IMG_00187.tif,151.09008836401887,5,151.09008836401887
IMG_00188.tif,149.5643666222296,5,150.85560485970154
IMG_00189.tif,147.69325372442736,5,150.7367016257173
IMG_00190.tif,142.336362409528,5,142.336362409528
IMG_00191.tif,114.74494947399153,5,112.752330146391
IMG_00192.tif,113.35508163039935,5,111.2353133350082
IMG_00193.tif,115.4720836141134,5,113.745727403929
IMG_00194.tif,114.25068251791532,5,114.25068251791532
IMG_00195.tif,114.52000169040124,5,114.52000169040124
IMG_00196.tif,68.96089726933134,5,67.35995442452456
IMG_00197.tif,87.23111795548496,5,84.34280315201315
IMG_00198.tif,106.1853311025749,5,108.51355314954556
IMG_00199.tif,80.10378737950637,5,77.82410464726351
IMG_00200.tif,67.72649021057202,5,67.33719714827521
IMG_00201.tif,80.4893419927637,5,81.8523780927493
IMG_00202.tif,113.02163989505075,5,113.2487700021579
IMG_00203.tif,77.54704826798095,5,73.68058478095168
IMG_00204.tif,92.19845548985604,5,88.84680851360173
IMG_00205.tif,95.53060684992133,5,97.6615987052382
IMG_00206.tif,104.56322625387315,5,106.7668888113435
IMG_00207.tif,62.10509948928283,5,62.4030380963886
IMG_00208.tif,88.7906781938888,5,87.84790021403666
IMG_00209.tif,62.03094851384098,5,62.26638157406207
IMG_00210.tif,84.08386686648655,5,84.55423990825399
IMG_00211.tif,79.701567884356,5,79.701567884356
IMG_00212.tif,62.13189573857716,5,62.13189573857716
IMG_00213.tif,100.7264028374954,5,104.1910203806063
IMG_00214.tif,83.49992929884148,5,86.47404836299
IMG_00216.tif,75.5903406216595,5,78.22031351929516
IMG_00217.tif,77.27967213297745,5,79.59229200722638
IMG_00218.tif,94.1724587669084,5,94.1724587669084
IMG_00219.tif,60.69345735491618,5,60.40806007073684
IMG_00220.tif,77.15666437593573,5,77.60154604444989
IMG_00221.tif,125.71708331280318,5,124.48156650591297
IMG_00222.tif,67.9149056437801,5,66.94768302463302
IMG_00223.tif,75.07214894146591,5,70.21097236304291
IMG_00224.tif,55.96566513245124,5,58.44535293176389
IMG_00225.tif,91.6662666707993,5,91.6662666707993
IMG_00226.tif,85.42484304875022,5,85.276354414326
IMG_00227.tif,70.16005802755532,5,69.83781498825651
IMG_00228.tif,97.68456977043128,5,93.50576052296576
IMG_00229.tif,121.35102243339584,5,108.03326594374668
IMG_00230.tif,66.69741676465887,5,65.67948655730332
IMG_00231.tif,80.19200422149574,5,80.19200422149574
IMG_00232.tif,68.61344137039976,5,68.61344137039976
IMG_00233.tif,58.87637678896317,5,56.559326889712594
IMG_00234.tif,47.491758842021525,5,48.829603560386744
IMG_00235.tif,57.31643491278197,5,56.52890766384779
IMG_00236.tif,106.46656448709184,5,106.46656448709184
IMG_00237.tif,76.97145229152306,5,79.18411033803562
IMG_00238.tif,98.99098858908935,5,94.2304125490895
IMG_00239.tif,94.04510324177966,5,101.15964838325488
IMG_00240.tif,69.33403877727801,5,69.05163361480433
IMG_00241.tif,89.46609930338084,5,92.60825396478558
IMG_00242.tif,61.15337145942429,5,61.28435982263365
IMG_00243.tif,62.492080474255786,5,62.050795773345435
IMG_00244.tif,112.82548947323004,5,112.02838409509206
IMG_00245.tif,122.37560331929951,5,122.98395052161678
IMG_00246.tif,64.43969038953175,5,64.39542130384153
IMG_00247.tif,70.80506699472826,5,68.579178452979
IMG_00248.tif,71.5379636406625,5,71.63065412527534
IMG_00249.tif,53.38539400074999,5,53.38539400074999
IMG_00250.tif,77.68847698173761,5,76.49694478332796
IMG_00251.tif,38.54936544762494,5,39.44740416755208
IMG_00252.png,70.00024809083712,5,73.80193572381808
IMG_00253.png,79.44965401293655,5,78.52791530458774
IMG_00254.png,64.59608573471098,5,67.98561286422245
IMG_00255.png,81.66151389347112,5,81.24760368320435
IMG_00256.png,71.9327189104673,5,72.51944756875648
IMG_00257.png,54.37278840846168,5,54.37278840846168
IMG_00258.png,63.22216910878534,5,62.967392502016494
IMG_00259.png,44.37583930240689,5,47.61920934952191
IMG_00260.png,66.14297760113632,5,67.78000941545396
IMG_00261.png,83.19260634625319,5,81.28766634558316
IMG_00262.png,65.17047209962553,5,64.17988821169126
IMG_00263.png,51.431918641077765,5,51.431918641077765
IMG_00264.png,46.77679867598438,5,47.509400571154586
IMG_00265.png,45.455552423276494,5,43.781002658009434
IMG_00267.png,69.55820703402117,5,71.36001502044502
IMG_00268.png,78.65149695390159,5,77.77940846116749
IMG_00269.png,72.22203469110362,5,74.90090915265611
IMG_00270.png,55.18260771575026,5,54.5610486395694
IMG_00271.png,64.82002859980169,5,57.64716598386222
IMG_00272.png,56.96458301016952,5,56.61847106835556
IMG_00273.png,41.85212135180857,5,41.85212135180857
IMG_00274.png,66.66887478057151,5,66.30430300889708
IMG_00275.png,55.140496398597314,5,51.85116361639051
IMG_00276.png,84.01359549855889,5,89.74936096106914
IMG_00277.png,77.02364765460354,5,75.96950501318645
IMG_00278.png,50.594008758238786,5,51.309017470121546
IMG_00279.png,70.71785390411154,5,72.96300483708717
IMG_00280.png,60.18973343591233,5,60.062248806153626
IMG_00281.png,48.4217862055951,5,48.22958124580687
IMG_00282.png,71.7505461338616,5,70.99294353699855
IMG_00283.png,71.23965358109403,5,73.08537262793561
IMG_00284.png,51.471690675249555,5,52.47053453598489
IMG_00285.png,64.497718875566,5,64.497718875566
IMG_00286.png,60.767756742053024,5,64.14607112778029
IMG_00287.png,35.335262316551685,5,35.335262316551685
IMG_00288.png,80.52975814425628,5,76.18093258995383
IMG_00289.png,57.573689602048105,5,56.1940508900193
IMG_00290.png,104.07120853742822,5,102.8593848736922
IMG_00291.png,65.96920139424667,5,62.950311386006746
IMG_00292.png,40.37368337505212,5,38.829097398363224
IMG_00293.png,144.61384263653687,5,138.97272836896684
IMG_00294.png,64.81456635724376,5,65.45994022050076
IMG_00295.png,59.94786185740894,5,59.2465651023908
IMG_00296.png,91.5727439518372,5,90.12157889604336
IMG_00297.png,88.54221575261167,5,89.39593005511196
IMG_00298.png,66.2618633394298,5,64.27037639814472
IMG_00300.png,71.89329603859866,5,74.17088419338103
IMG_00301.png,113.1463483111699,5,110.10962809919522
IMG_00302.png,59.242030440907484,5,60.081533032663295
IMG_00303.png,62.33605578170604,5,62.33605578170604
IMG_00304.png,87.17048774079976,5,89.92506028363277
IMG_00305.png,39.93466589585729,5,39.300878291549374
IMG_00306.png,54.841858549757625,5,54.841858549757625
IMG_00307.png,96.36249038299802,5,107.4376467675126
IMG_00308.png,48.59743975079091,5,48.59743975079091
IMG_00309.png,36.238106245373416,5,36.616689799644234
