image_id,h,w,mask_h,mask_w,stretch,in_val,pa_host,n_host,note_host,pa_dltrack,mt_px,pa_ours,n_ours
image_0258,800,1200,556,996,0.8373493975903615,True,,0,no usable fascicle fragments,,251.2415366641324,28.70629624428277,1
image_0267,800,1200,556,996,0.8373493975903615,True,24.874097732775745,13,blend,24.21853444345315,281.7925447411611,23.27217798904991,13
image_0272,800,1200,556,996,0.8373493975903615,True,22.303727140637996,19,blend,22.348544737231034,290.95908427027194,21.486951089266796,19
image_0296,800,1200,556,996,0.8373493975903615,True,21.038370236682088,20,blend,21.18664255144396,289.3793865473486,21.939321069041476,23
image_0297,800,1200,556,996,0.8373493975903615,True,21.903967714857664,21,blend,21.779900361790894,290.9125885242477,22.073279727232347,20
image_0305,800,1200,556,996,0.8373493975903615,True,20.072869254552902,20,blend,20.180645718222635,292.18247280145204,21.529385484895876,20
image_0306,800,1200,556,996,0.8373493975903615,True,20.94583143014981,19,blend,21.045497737024828,292.50939877587604,22.057989450721497,19
image_0316,800,1200,556,996,0.8373493975903615,True,22.742444557477054,19,blend,22.689974092738215,295.3425144608829,22.139964526886963,19
image_0331,800,1200,556,996,0.8373493975903615,True,28.68263631774716,2,blend,28.783693640002006,253.20904406063082,25.365619087813812,2
image_0338,800,1200,556,996,0.8373493975903615,True,26.106583752497343,13,blend,26.000429301951584,271.9716361246564,24.209708458291885,17
image_0358,800,1200,556,996,0.8373493975903615,True,20.37318425283573,15,blend,20.36152357375153,294.4981748726761,20.709880680070427,17
image_0364,800,1200,556,996,0.8373493975903615,True,22.245556179458383,16,blend,22.108597194093363,284.65413823209565,22.87365279075607,17
image_0366,800,1200,556,996,0.8373493975903615,True,21.113799366218686,16,blend,21.304779487742273,287.3198214101647,22.55226251645758,17
image_0685,800,1200,556,660,1.2636363636363637,True,14.198395990043169,21,blend,14.159966730494979,184.48769377309867,13.560249642329984,14
image_0694,800,1200,556,660,1.2636363636363637,True,17.214962994772442,6,blend,16.443290234252935,168.56891181586752,17.38262597453605,8
image_0701,800,1200,556,660,1.2636363636363637,True,13.168095836526923,17,blend,13.34080907277367,190.61826098697966,14.029030584810268,18
image_0710,800,1200,556,660,1.2636363636363637,True,13.650468089125752,11,blend,13.586489807491946,165.48293465106735,15.28404589551421,11
image_0712,800,1200,556,660,1.2636363636363637,True,13.647665804462983,11,blend,13.78409591950346,165.20486349967317,13.867557573218935,12
image_0719,800,1200,556,660,1.2636363636363637,True,13.634165798905832,20,blend,13.587673062296574,180.35541905874229,14.13082796029249,14
image_0720,800,1200,556,660,1.2636363636363637,True,13.521902311011893,16,blend,14.08875847554167,180.96104826564314,13.917780709095391,17
image_0722,800,1200,556,660,1.2636363636363637,True,13.283179195386305,15,blend,13.457637127594806,166.2234341966723,13.529409590759435,14
image_0742,800,1200,556,660,1.2636363636363637,True,13.638709698252493,14,blend,13.612250629468669,178.25315315933045,14.367248956998171,14
image_0747,800,1200,556,660,1.2636363636363637,True,14.863407311696049,14,blend,14.99609371997637,178.73022584900548,14.628863051412186,13
image_0748,800,1200,556,660,1.2636363636363637,True,15.101701132414348,14,blend,14.950141495048907,178.46210316742975,14.493004754318838,15
image_0750,800,1200,556,660,1.2636363636363637,True,14.608870955124635,14,blend,14.407104517838413,178.74304136788172,13.358689122143417,16
image_1105,800,1200,556,996,0.8373493975903615,True,22.565998739468856,8,blend,22.443192229632754,294.49764290333457,21.649314988117922,12
image_1121,800,1200,556,996,0.8373493975903615,True,29.679362153490544,1,blend,28.80559223404358,232.3196414119392,28.8396200718528,1
image_1165,800,1200,556,996,0.8373493975903615,True,23.590787590679685,17,blend,23.68618859048467,290.98476941803483,23.18422337848175,16
image_1188,800,1200,556,996,0.8373493975903615,True,22.723970189092384,18,blend,23.188497106244427,293.9102673869647,23.057754354013895,22
image_1190,800,1200,556,996,0.8373493975903615,True,21.63249089706494,18,blend,21.87832549181812,293.903400050234,22.702921571229076,21
image_1196,800,1200,556,996,0.8373493975903615,True,25.68907278885871,18,blend,25.273456301366252,285.7727896602443,25.340426813596473,16
image_1215,800,1200,556,996,0.8373493975903615,True,24.38242230393426,17,blend,24.267357804413745,283.5650353145175,22.3868547767321,17
image_1216,800,1200,556,996,0.8373493975903615,True,21.752490548371114,19,blend,21.962196740554965,282.785588168358,21.28669359604181,22
image_1218,800,1200,556,996,0.8373493975903615,True,21.98243440744052,23,blend,21.657157538357566,285.5858996164806,20.62911485598146,22
image_1247,800,1200,556,996,0.8373493975903615,True,21.06376131380169,18,blend,20.883219267422813,292.84373881222785,21.791272991345796,19
image_1252,800,1200,556,996,0.8373493975903615,True,19.82894966803907,18,blend,19.759981726859387,292.51031363909107,20.194619949742467,18
image_1258,800,1200,556,996,0.8373493975903615,True,21.750827117626432,15,blend,21.7299257486912,293.1564563240052,21.669129702549537,16
image_1263,800,1200,556,996,0.8373493975903615,True,21.519345057345163,16,blend,21.450868474072138,295.4269243529577,21.65864210268323,17
image_1266,800,1200,556,996,0.8373493975903615,True,22.391335102892477,12,blend,22.281812041857776,295.52772872730765,22.896443854077596,16
image_1279,800,1200,556,996,0.8373493975903615,True,23.989483051612645,13,blend,24.14728101902112,269.6124974439752,25.780746800031057,11
image_1280,800,1200,556,996,0.8373493975903615,True,24.148532028707727,13,blend,23.17264521100573,263.671896293473,25.7759936603892,15
image_1282,800,1200,556,996,0.8373493975903615,True,27.647902520741678,9,blend,27.764163695920185,269.30591646913723,26.16460626985385,11
image_1290,800,1200,556,996,0.8373493975903615,True,21.59675627143816,12,blend,21.750998164684162,284.7397153158352,22.00125176151102,13
image_1297,800,1200,556,996,0.8373493975903615,True,20.182769848309295,21,blend,20.478608256387666,296.61343633677495,21.25386313636439,21
image_1304,800,1200,556,996,0.8373493975903615,True,19.631431372269816,17,blend,20.046511639277192,298.74500587691097,20.47974280429905,21
image_1312,800,1200,556,996,0.8373493975903615,True,21.504877066912577,16,blend,21.339227529554748,288.78573875576234,21.68896483285425,18
image_1316,800,1200,556,996,0.8373493975903615,True,22.535606946778582,14,blend,22.50849381659417,293.64855743395447,22.39728125528938,13
image_1324,800,1200,556,996,0.8373493975903615,True,21.35826988443966,14,blend,21.509254102724512,296.8017258903799,21.675378052078496,19
image_1330,800,1200,556,996,0.8373493975903615,True,24.156812337294667,17,blend,24.086996254102967,296.2177770639983,22.353383958386814,16
image_1334,800,1200,556,996,0.8373493975903615,True,22.918201650325386,17,blend,22.860801147706823,295.93688892491764,22.30260413501116,16
image_1344,800,1200,556,996,0.8373493975903615,True,23.138937048119416,15,blend,23.434387027387054,290.7564373244285,23.427780829794415,14
image_1346,800,1200,556,996,0.8373493975903615,True,24.29590803791882,13,blend,24.011317010139983,283.3612601452985,25.072634994659197,13
image_1348,800,1200,556,996,0.8373493975903615,True,23.413615483276196,14,blend,23.02565694438406,265.8225636634323,24.753241257645897,14
image_1358,800,1200,556,996,0.8373493975903615,True,23.76033808585038,11,blend,23.734988620605478,278.44067286841045,22.521197074068066,13
image_1361,800,1200,556,996,0.8373493975903615,True,26.49265606217386,13,blend,26.40915351525463,275.0367284602876,25.06968122588528,17
image_1367,800,1200,556,996,0.8373493975903615,True,21.168895722351536,20,blend,20.84670597327045,286.2507644979881,20.93817745520611,15
image_1371,800,1200,556,996,0.8373493975903615,True,22.223775340578417,29,blend,22.726201293733364,296.91981127417426,21.171397158271443,22
image_1386,800,1200,556,996,0.8373493975903615,True,23.044768416443958,20,blend,22.903552205764477,291.140886149845,23.342043485632885,18
image_1388,800,1200,556,996,0.8373493975903615,True,22.184390464807905,21,blend,22.022885776596066,292.7898247507237,22.059729505934083,19
image_1389,800,1200,556,996,0.8373493975903615,True,22.437506630885665,24,blend,22.39879713466953,293.14851321089753,22.699198146079908,23
image_1390,800,1200,556,996,0.8373493975903615,True,23.10054204025233,18,blend,23.091233761531896,290.8776960736445,22.66382749018849,19
image_1396,800,1200,556,996,0.8373493975903615,True,22.397265089413764,18,blend,22.361189160468722,293.2440176554917,22.011284368086752,20
image_1397,800,1200,556,996,0.8373493975903615,True,22.07306269505254,23,blend,21.961582047974687,292.89811243814535,21.640261228312944,20
image_1416,800,1200,556,996,0.8373493975903615,True,23.117028113476273,18,blend,23.404349928460448,294.8097526663916,23.62775833828925,20
image_1420,800,1200,556,996,0.8373493975903615,True,24.461811502465693,18,blend,24.299115000416556,285.3482570826405,25.146246592726573,19
image_1426,800,1200,556,996,0.8373493975903615,True,31.743725809422763,1,blend,30.935079953248117,248.729254261703,30.885555590511515,1
image_1433,800,1200,556,996,0.8373493975903615,True,,0,no usable fascicle fragments,,238.357665119197,,0
image_1435,800,1200,556,996,0.8373493975903615,True,25.263364624228707,13,blend,25.203135627290916,274.8116035618048,23.879486950108458,14
image_1436,800,1200,556,996,0.8373493975903615,True,24.904965729672508,14,blend,25.027458006840277,278.3818287640328,24.18355197940465,14
image_1448,800,1200,556,996,0.8373493975903615,True,20.858166820285412,18,blend,20.93417802223549,295.1719216792358,20.806565062805884,15
image_1558,800,1200,864,1152,1.125,True,17.47389110854483,48,blend,16.184961855427964,245.4388219038768,15.718360086643425,17
image_1562,800,1200,864,1152,1.125,True,14.048875798872075,72,blend,12.982372059552969,252.03119482076806,12.230970976179309,26
image_1578,800,1200,864,1152,1.125,True,13.784592994816487,81,blend,12.539935094858805,389.99793913496063,13.187322222340127,28
image_1628,800,1200,864,1152,1.125,True,10.861561048622242,64,blend,9.353482189487247,288.0067658092573,9.31827961779759,19
image_1664,800,1200,864,1152,1.125,True,14.904198698398565,90,blend,12.278763218232013,248.65180352327025,13.78988034790455,28
image_1674,800,1200,864,1152,1.125,True,12.250548367539459,69,blend,12.158643366636255,212.00169043920712,11.02565473860326,29
image_1676,800,1200,864,1152,1.125,True,11.351651288655042,74,blend,10.509811318078897,271.0224737067469,11.117197063108422,35
image_1686,800,1200,864,1152,1.125,True,16.946987719101692,50,blend,16.214184358655256,256.0271030751674,15.883032002218204,28
image_1688,800,1200,864,1152,1.125,True,15.03321130450775,94,blend,14.040438692745607,316.9187881334156,14.157186962618162,41
image_1696,800,1200,864,1152,1.125,True,18.865280125921338,69,blend,18.7192127402893,311.53483190352273,18.66898571554278,24
image_1704,800,1200,864,1152,1.125,True,16.411313651993602,76,blend,15.784984808284136,228.56717915907376,14.362613971270964,32
image_1726,800,1200,864,1152,1.125,True,13.612389740551656,72,blend,13.923993547788243,268.13872443155225,13.458173422176175,32
image_1730,800,1200,864,1152,1.125,True,,0,fewer than two aponeuroses,,,,0
image_1734,800,1200,864,1152,1.125,True,18.164688730343343,115,blend,16.7415242021785,425.7782740861251,16.7473109942689,40
image_1736,800,1200,864,1152,1.125,True,19.505433314005042,99,blend,18.313009122059974,400.5989814367895,18.697275035238455,37
image_1764,800,1200,864,1152,1.125,True,16.66305616285962,73,blend,14.753894837702095,256.41113374836664,14.884234894492394,31
image_1800,800,1200,864,1152,1.125,True,14.716670870499371,73,blend,13.91275874761768,279.5535172215643,15.097532658111843,29
image_1812,800,1200,864,1152,1.125,True,13.343354808648918,66,blend,10.3736502550063,301.1216618755952,11.49856972029018,23
image_1815,800,1200,864,1152,1.125,True,17.812845821330406,53,blend,17.382555750543702,291.03311318037214,16.28308883368413,41
image_1816,800,1200,864,1152,1.125,True,17.33741787939507,65,blend,16.00145594578079,310.0712123077108,16.297712926559587,39
image_1818,800,1200,864,1152,1.125,True,20.213790949370843,69,blend,17.79237580480087,324.74908542351955,19.481868272609432,21
image_1826,800,1200,864,1152,1.125,True,11.713283160090162,3,blend,14.6215523234461,146.51686678364135,8.63456825395117,2
image_1830,800,1200,864,1152,1.125,True,13.599224953802661,60,blend,11.011803300238256,284.92732468981836,10.313992499162515,25
image_1840,800,1200,864,1152,1.125,True,14.771835010838439,64,blend,13.513231001846233,334.9277930176264,13.481101632219035,25
image_1848,800,1200,864,1152,1.125,True,20.597910358562928,88,blend,16.751694227737797,433.4312550406009,18.589976309773213,28
image_1852,800,1200,864,1152,1.125,True,14.720346601693139,60,blend,14.845161461350358,305.39199930802306,14.438671736222947,34
image_1853,800,1200,864,1152,1.125,True,13.24964962803477,81,blend,12.075357658919913,298.7996263741522,12.455985839690285,24
image_1868,800,1200,864,1152,1.125,True,12.949991971351231,107,blend,12.723426068858474,350.49719027550464,12.173132123216503,26
image_1882,800,1200,864,1152,1.125,True,25.32733706855277,2,blend,24.9313591683663,156.96457143547264,,0
image_1904,800,1200,864,1152,1.125,True,20.158228737327054,93,blend,18.192878332698374,365.2829490464329,19.589715081910015,28
image_1914,800,1200,864,1152,1.125,True,12.703044352285206,63,blend,12.149070324422086,319.3275195374129,11.787454773233671,29
image_1915,800,1200,864,1152,1.125,True,18.192250423702635,58,blend,17.15058462515101,259.56095468019873,17.90175804040673,19
image_1918,800,1200,864,1152,1.125,True,18.309354796897576,57,blend,17.831615458404926,306.859324675926,17.71181469933441,28
image_1946,800,1200,864,1152,1.125,True,17.739344321262205,51,blend,17.317039838677026,363.76544696339965,17.317584644258798,38
image_1961,800,1200,864,1152,1.125,True,18.272560982757383,42,blend,16.32814131110523,259.1937989455124,15.548858225642551,21
image_1966,800,1200,864,1152,1.125,True,17.03108619856795,3,blend,15.112094548039703,149.2133730025574,16.297857037859828,1
image_1968,800,1200,864,1152,1.125,True,9.395680193251867,59,blend,8.824666329571128,219.41212333058695,8.514201362286247,17
image_1972,800,1200,864,1152,1.125,True,14.232342165059551,50,blend,12.757437269054499,284.94219663994426,13.195779833583558,22
image_1974,800,1200,864,1152,1.125,True,15.107141479221706,67,blend,13.842388859839094,303.07650870983434,13.482420399514345,34
image_1984,800,1200,864,1152,1.125,True,13.171798871995275,41,blend,12.972654670076622,285.9309564409588,12.19768674755919,21
image_2005,800,1200,864,1152,1.125,True,20.539533821354922,54,blend,20.28037967068059,411.41808868125827,20.291786149297266,18
image_2051,800,1200,864,1152,1.125,True,15.337929911314761,75,blend,11.933568480910928,405.37290977883885,12.445052670788886,22
image_2052,800,1200,864,1152,1.125,True,,0,no usable fascicle fragments,,136.99068687095448,,0
image_2056,800,1200,864,1152,1.125,True,15.985352510008145,68,blend,14.345045290275685,318.2525667289089,13.155666107398108,24
image_2071,800,1200,864,1152,1.125,True,19.861308109510194,58,blend,15.78365433518387,427.87079296603343,18.168222076762127,22
image_2079,800,1200,864,1152,1.125,True,15.297185438379433,52,blend,13.035799339166473,256.1588349470986,13.049375992184874,17
image_2091,800,1200,864,1152,1.125,True,15.584218315366485,42,blend,12.214394633873344,312.7415849279481,13.898440327112846,21
image_2095,800,1200,864,1152,1.125,True,7.914193455087357,31,blend,12.700353237453996,216.6595335546757,7.6048078608430405,18
image_2100,800,1200,864,1152,1.125,True,16.2415352148995,35,blend,12.507725076010491,238.86454219139273,14.09053571129457,13
image_2102,800,1200,864,1152,1.125,True,15.551832516838054,29,blend,16.48306930892175,423.09420169919804,15.458942757129304,16
image_2108,800,1200,864,1152,1.125,True,11.693094917540318,50,blend,11.190848300562825,284.8961351362719,10.038747812509753,27
image_2295,800,1200,652,800,1.2225,True,16.314058500688184,40,blend,16.27767730769775,373.10517424937933,16.314553966259833,29
image_2298,800,1200,688,1234,0.8363047001620745,True,22.822747510054825,23,blend,22.892357072374022,246.40935180437555,22.862109394431226,21
image_2302,800,1200,688,1234,0.8363047001620745,True,22.24439987187169,22,blend,22.158946737732585,211.13653193742093,22.676905912395974,14
image_2318,800,1200,600,800,1.125,True,24.187328228123725,38,blend,24.07851619404925,347.5965784722576,23.772266939169143,43
image_2330,800,1200,556,660,1.2636363636363637,True,11.957020740119788,16,blend,12.26555766751204,108.09331048475032,10.996278309563886,14
image_2332,800,1200,556,660,1.2636363636363637,True,13.881663100271702,32,blend,13.730536294630227,254.5507925682716,13.703710124297226,29
image_2338,800,1200,556,660,1.2636363636363637,True,14.463709854603833,31,blend,14.553852392412686,246.26683353967096,13.880889620697866,25
image_2349,800,1200,556,660,1.2636363636363637,True,17.65130832161957,19,blend,17.708197966951463,226.43604192276337,17.96064763654524,17
image_2353,800,1200,556,660,1.2636363636363637,True,24.368231085674804,7,blend,24.138995430290727,185.43048665346805,20.76023879460712,4
image_2362,800,1200,556,660,1.2636363636363637,True,20.06628975575773,12,blend,19.710647828792617,188.6270571218373,18.804083973760743,15
image_2363,800,1200,556,660,1.2636363636363637,True,16.904332378859714,25,blend,16.715676815393163,201.84000929596982,17.08878686127966,17
image_2372,800,1200,556,660,1.2636363636363637,True,18.17729550929666,16,blend,17.636459118451686,183.2183209149696,17.170153124764887,12
image_2395,800,1200,556,660,1.2636363636363637,True,14.261598610645368,15,blend,14.196225138292016,238.34755332262057,14.993807359558431,12
image_2403,800,1200,556,660,1.2636363636363637,True,15.687465445801157,10,blend,15.92463669762747,175.98978606174575,13.563886963015818,11
image_2409,800,1200,556,660,1.2636363636363637,True,,0,no usable fascicle fragments,,132.1009511641565,,0
image_2426,800,1200,768,1196,0.963210702341137,True,,0,fewer than two aponeuroses,,,,0
image_2434,800,1200,768,1196,0.963210702341137,True,,0,no plausible aponeurosis pair,,,,0
image_2450,800,1200,768,1196,0.963210702341137,True,11.978864320305597,11,blend,12.79087417341772,392.7464927164872,12.279091482475652,13
image_2461,800,1200,768,1196,0.963210702341137,True,,0,fewer than two aponeuroses,,,,0
image_2467,800,1200,768,1196,0.963210702341137,True,13.745352323520272,10,blend,13.910250790646007,381.63402273233123,12.315957280929972,14
image_2494,800,1200,768,1196,0.963210702341137,True,,0,fewer than two aponeuroses,,,,0
image_2496,800,1200,768,1196,0.963210702341137,True,,0,fewer than two aponeuroses,,,,0
image_2508,800,1200,768,1196,0.963210702341137,True,14.341738919647268,12,blend,14.439231376074204,380.4503083309395,14.535887285109983,12
image_2514,800,1200,768,1196,0.963210702341137,True,14.362257784898235,14,blend,15.028872806946863,380.35341257925256,14.564071563448532,13
image_2518,800,1200,768,1196,0.963210702341137,True,15.239948729324446,15,blend,14.261276120901469,380.3850076209926,15.422858736184152,13
image_2524,800,1200,644,1088,0.8878676470588237,True,15.005329162471487,20,blend,14.190215881470465,473.3456006322599,14.739483436946212,22
image_2526,800,1200,644,1088,0.8878676470588237,True,14.598698496651643,18,blend,14.38892329723084,473.2621050579831,14.75306829051422,21
image_2527,800,1200,644,1088,0.8878676470588237,True,13.820560341213277,20,blend,14.00615271381419,473.3871743522029,14.666662308450773,23
image_2535,800,1200,644,1088,0.8878676470588237,True,14.209308290382875,19,blend,14.279080347085975,474.45902581119196,14.710000950507862,21
image_2548,800,1200,644,1088,0.8878676470588237,True,12.498883210342505,23,blend,13.00163676006826,458.5623609118548,12.43372984927374,31
image_2565,800,1200,644,1088,0.8878676470588237,True,13.10877363140826,21,blend,13.6051364918865,449.0289932735733,14.117690697111225,25
image_2572,800,1200,644,1088,0.8878676470588237,True,13.12360965698459,20,blend,10.875002284113105,449.933929180595,11.435656166521298,22
image_2573,800,1200,644,1088,0.8878676470588237,True,14.048569084655886,14,blend,12.77368450086818,448.63983273369615,12.339982512557334,17
image_2574,800,1200,644,1088,0.8878676470588237,True,25.113357812156217,8,blend,21.001182827006414,257.64348749695665,20.51852928376016,13
image_2592,800,1200,644,1088,0.8878676470588237,True,12.287040349017278,14,blend,12.185919907135336,439.73232566474485,11.736529762252909,15
image_2615,800,1200,644,1088,0.8878676470588237,True,12.89238707271464,16,blend,12.816779923728326,435.7047269977161,12.669101580574484,17
image_2620,800,1200,644,1088,0.8878676470588237,True,12.031411513501775,16,blend,13.482929267209872,438.9463278983949,13.565722530211616,17
image_2635,800,1200,644,1088,0.8878676470588237,True,13.5096232162172,18,blend,12.326785522620078,440.17193184194383,12.148283338026186,20
image_2636,800,1200,644,1088,0.8878676470588237,True,13.356695599071834,15,blend,12.845875682619704,440.0342591158258,12.425727603273618,18
image_2644,800,1200,810,1340,0.9067164179104479,True,10.48262428725897,31,blend,11.65064787943658,268.190587557032,10.238322813541936,31
image_2646,800,1200,810,1340,0.9067164179104479,True,10.46661928254046,34,blend,11.101475084995787,268.1906995375903,10.111593776808691,31
image_2647,800,1200,810,1340,0.9067164179104479,True,10.663960833977598,22,blend,11.570827071354765,268.3271336551658,10.151604038033097,33
image_2673,800,1200,810,1340,0.9067164179104479,True,8.205000331927122,39,blend,10.028509059155887,449.9557269422766,8.333017860465128,33
image_2681,800,1200,810,1340,0.9067164179104479,True,9.029310932217218,38,blend,9.926398280174805,262.9834330087334,9.004252163536133,35
image_2682,800,1200,810,1340,0.9067164179104479,True,9.470429245224231,38,blend,10.27235230598991,261.7307770153075,9.128795623576242,36
image_2683,800,1200,810,1340,0.9067164179104479,True,9.638625888271397,33,trig,10.744597271754188,454.76523574102265,9.894890420305318,36
image_2697,800,1200,810,1340,0.9067164179104479,True,10.221429087780487,31,blend,10.898332162307288,260.64136271168155,10.291361095997695,31
image_2705,800,1200,810,1340,0.9067164179104479,True,10.359615811542534,37,blend,11.106152402461948,263.85092686967624,10.42169539108014,35
image_2707,800,1200,810,1340,0.9067164179104479,True,9.918589897749015,44,blend,10.99647736359762,263.48180403843776,10.136350729645468,33
image_2709,800,1200,810,1340,0.9067164179104479,True,9.519511991047166,43,blend,11.252271461453251,262.16832297123386,9.67914875000833,35
image_2711,800,1200,810,1340,0.9067164179104479,True,10.039123949594769,35,blend,10.947011385046391,261.55340939209606,9.49661566559457,30
image_2718,800,1200,810,1340,0.9067164179104479,True,9.677814499140332,37,blend,10.529313394063836,264.69684668832,10.047500210527284,29
image_2722,800,1200,810,1340,0.9067164179104479,True,10.126086695771363,41,blend,11.618432451403635,265.52849682629164,10.398331161299774,36
image_2723,800,1200,810,1340,0.9067164179104479,True,10.24229153728081,44,blend,10.891821226564497,265.77897421005133,10.350233664736228,39
image_2733,800,1200,810,1340,0.9067164179104479,True,10.335820621860874,47,blend,10.514289765825286,264.5527959063481,10.18581905921409,30
image_2740,800,1200,810,1340,0.9067164179104479,True,10.028191635976402,46,blend,10.926628767740919,264.1775542289535,9.99636007416583,37
image_2746,800,1200,810,1340,0.9067164179104479,True,,0,no usable fascicle fragments,17.368284177302325,144.451804282006,,0
image_2749,800,1200,810,1340,0.9067164179104479,True,9.897247035859353,43,blend,11.105973983365327,264.0451767446213,10.187772005026703,39
image_2759,800,1200,810,1340,0.9067164179104479,True,10.234288777529157,48,blend,11.582285759025307,262.7853679031748,10.472961373385324,42
image_1933,800,1200,864,1152,1.125,False,17.66281064323875,47,blend,16.066052913431697,247.8045050589196,15.977088142202007,23
image_0310,800,1200,556,996,0.8373493975903615,False,20.695201058102352,15,blend,20.8616831813419,294.2276461675797,21.901609447342878,16
image_1834,800,1200,864,1152,1.125,False,14.865143562841816,90,blend,12.705637520137671,361.8510903087497,14.013743576266126,34
image_1650,800,1200,864,1152,1.125,False,12.237352980273743,41,blend,10.795463363642357,277.0438046042096,10.167773256686456,24
image_1985,800,1200,864,1152,1.125,False,15.910334245519032,55,blend,14.895403084569168,304.08633247603547,14.520692208227537,26
image_2604,800,1200,644,1088,0.8878676470588237,False,13.630397580800446,18,blend,13.27967077982907,438.7384849386299,12.722908151786372,21
image_0265,800,1200,556,996,0.8373493975903615,False,26.49265606217386,13,blend,26.40915351525463,275.0367284602876,25.06968122588528,17
image_1219,800,1200,556,996,0.8373493975903615,False,22.079966591245533,19,blend,22.0022961275701,289.81108775662506,21.59550048029521,19
image_0197,800,1200,556,996,0.8373493975903615,False,20.89879563675863,16,blend,20.95352429758088,290.35686046882546,20.91123623626173,15
image_0015,800,1200,556,996,0.8373493975903615,False,22.328684034765644,20,blend,22.423285505279306,295.50056945243495,22.486076601487014,18
image_0298,800,1200,556,996,0.8373493975903615,False,21.075331960808583,22,blend,21.227170273402123,291.68459523562876,21.933946082322386,22
image_2038,800,1200,864,1152,1.125,False,16.776483322937718,59,blend,16.190983077800915,271.5458848507906,16.30518548261494,23
image_2597,800,1200,644,1088,0.8878676470588237,False,11.341844366310637,8,blend,12.687401427676686,441.11766884365534,12.874821128467707,15
image_1716,800,1200,864,1152,1.125,False,8.111599917395207,53,blend,7.8776379634414875,233.36124079958415,6.447241390874004,19
image_1982,800,1200,864,1152,1.125,False,12.413148230705268,48,blend,11.36917613135024,329.8098818893587,10.896446871298165,21
image_0146,800,1200,556,996,0.8373493975903615,False,23.969314070094164,18,blend,23.592469820215033,290.7875712361356,22.780764572331314,20
image_0692,800,1200,556,660,1.2636363636363637,False,17.799964756409018,9,blend,17.646376201940743,169.13721975824296,17.194040347821275,11
image_1340,800,1200,556,996,0.8373493975903615,False,23.875238738271957,15,blend,23.773976951899638,295.5560410089555,22.321739620234766,16
image_2044,800,1200,864,1152,1.125,False,15.742779270297731,67,blend,13.333405976916113,330.50387344624244,13.800756080807886,32
image_0016,800,1200,556,996,0.8373493975903615,False,23.52670701442413,19,blend,24.126633209348174,295.2014003798959,22.391165890619988,16
