image_id,pa_deg,fl_mm,mt_mm
IMG_00122.tif,16.4200,81.5000,20.7000
IMG_00123.tif,16.4200,81.5000,20.7000
IMG_00124.tif,16.4200,81.5000,20.7000
IMG_00125.tif,16.4200,81.5000,20.7000
IMG_00126.tif,16.4200,81.5000,20.7000
IMG_00127.tif,16.4200,81.5000,20.7000
IMG_00128.tif,16.4200,81.5000,20.7000
IMG_00129.tif,16.4200,81.5000,20.7000
IMG_00130.tif,16.4200,81.5000,20.7000
IMG_00131.tif,16.4200,81.5000,20.7000
IMG_00132.tif,16.4200,81.5000,20.7000
IMG_00133.tif,16.4200,81.5000,20.7000
IMG_00134.tif,16.4200,81.5000,20.7000
IMG_00135.tif,16.4200,81.5000,20.7000
IMG_00136.tif,16.4200,81.5000,20.7000
IMG_00137.tif,16.4200,81.5000,20.7000
IMG_00138.tif,16.4200,81.5000,20.7000
IMG_00139.tif,16.4200,81.5000,20.7000
IMG_00140.tif,16.4200,81.5000,20.7000
IMG_00141.tif,16.4200,81.5000,20.7000
IMG_00142.tif,16.4200,81.5000,20.7000
IMG_00143.tif,16.4200,81.5000,20.7000
IMG_00144.tif,16.4200,81.5000,20.7000
IMG_00145.tif,16.4200,81.5000,20.7000
IMG_00146.tif,16.4200,81.5000,20.7000
IMG_00147.tif,16.4200,81.5000,20.7000
IMG_00148.tif,16.4200,81.5000,20.7000
IMG_00149.tif,16.4200,81.5000,20.7000
IMG_00150.tif,16.4200,81.5000,20.7000
IMG_00151.tif,16.4200,81.5000,20.7000
IMG_00152.tif,16.4200,81.5000,20.7000
IMG_00153.tif,16.4200,81.5000,20.7000
IMG_00154.tif,16.4200,81.5000,20.7000
IMG_00155.tif,16.4200,81.5000,20.7000
IMG_00156.tif,16.4200,81.5000,20.7000
IMG_00157.tif,16.4200,81.5000,20.7000
IMG_00158.tif,16.4200,81.5000,20.7000
IMG_00159.tif,16.4200,81.5000,20.7000
IMG_00160.tif,16.4200,81.5000,20.7000
IMG_00161.tif,16.4200,81.5000,20.7000
IMG_00162.tif,16.4200,81.5000,20.7000
IMG_00163.tif,16.4200,81.5000,20.7000
IMG_00164.tif,16.4200,81.5000,20.7000
IMG_00165.tif,16.4200,81.5000,20.7000
IMG_00166.tif,16.4200,81.5000,20.7000
IMG_00167.tif,16.4200,81.5000,20.7000
IMG_00168.tif,16.4200,81.5000,20.7000
IMG_00169.tif,16.4200,81.5000,20.7000
IMG_00170.tif,16.4200,81.5000,20.7000
IMG_00171.tif,16.4200,81.5000,20.7000
IMG_00172.tif,16.4200,81.5000,20.7000
IMG_00173.tif,16.4200,81.5000,20.7000
IMG_00174.tif,16.4200,81.5000,20.7000
IMG_00175.tif,16.4200,81.5000,20.7000
IMG_00176.tif,16.4200,81.5000,20.7000
IMG_00177.tif,16.4200,81.5000,20.7000
IMG_00178.tif,16.4200,81.5000,20.7000
IMG_00179.tif,16.4200,81.5000,20.7000
IMG_00180.tif,16.4200,81.5000,20.7000
IMG_00181.tif,16.4200,81.5000,20.7000
IMG_00182.tif,16.4200,81.5000,20.7000
IMG_00183.tif,16.4200,81.5000,20.7000
IMG_00184.tif,16.4200,81.5000,20.7000
IMG_00185.tif,16.4200,81.5000,20.7000
IMG_00186.tif,16.4200,81.5000,20.7000
IMG_00187.tif,16.4200,81.5000,20.7000
IMG_00188.tif,16.4200,81.5000,20.7000
IMG_00189.tif,16.4200,81.5000,20.7000
IMG_00190.tif,16.4200,81.5000,20.7000
IMG_00191.tif,16.4200,81.5000,20.7000
IMG_00192.tif,16.4200,81.5000,20.7000
IMG_00193.tif,16.4200,81.5000,20.7000
IMG_00194.tif,16.4200,81.5000,20.7000
IMG_00195.tif,16.4200,81.5000,20.7000
IMG_00196.tif,15.5221,81.5000,20.7000
IMG_00197.tif,14.4417,81.5000,20.7000
IMG_00198.tif,13.4056,81.5000,20.7000
IMG_00199.tif,11.2497,81.5000,20.7000
IMG_00200.tif,16.2057,81.5000,20.7000
IMG_00201.tif,12.3427,81.5000,20.7000
IMG_00202.tif,15.0802,81.5000,20.7000
IMG_00203.tif,14.7528,81.5000,20.7000
IMG_00204.tif,14.7942,81.5000,20.7000
IMG_00205.tif,12.0064,81.5000,20.7000
IMG_00206.tif,13.8091,81.5000,20.7000
IMG_00207.tif,16.0360,81.5000,20.7000
IMG_00208.tif,13.5580,81.5000,20.7000
IMG_00209.tif,17.9389,81.5000,20.7000
IMG_00210.tif,11.1491,81.5000,20.7000
IMG_00211.tif,19.0240,81.5000,20.7000
IMG_00212.tif,21.5498,81.5000,20.7000
IMG_00213.tif,12.9923,81.5000,20.7000
IMG_00214.tif,12.8581,81.5000,20.7000
IMG_00215.tif,19.8535,81.5000,20.7000
IMG_00216.tif,16.1880,81.5000,20.7000
IMG_00217.tif,14.9822,81.5000,20.7000
IMG_00218.tif,12.8317,81.5000,20.7000
IMG_00219.tif,20.4125,81.5000,20.7000
IMG_00220.tif,16.4007,81.5000,20.7000
IMG_00221.tif,10.3524,81.5000,20.7000
IMG_00222.tif,17.1561,81.5000,20.7000
IMG_00223.tif,13.5865,81.5000,20.7000
IMG_00224.tif,17.4091,81.5000,20.7000
IMG_00225.tif,11.7896,81.5000,20.7000
IMG_00226.tif,18.4267,81.5000,20.7000
IMG_00227.tif,22.0811,81.5000,20.7000
IMG_00228.tif,10.3894,81.5000,20.7000
IMG_00229.tif,10.7662,81.5000,20.7000
IMG_00230.tif,18.1905,81.5000,20.7000
IMG_00231.tif,13.6238,81.5000,20.7000
IMG_00232.tif,13.7973,81.5000,20.7000
IMG_00233.tif,18.8354,81.5000,20.7000
IMG_00234.tif,17.1087,81.5000,20.7000
IMG_00235.tif,16.7029,81.5000,20.7000
IMG_00236.tif,14.5694,81.5000,20.7000
IMG_00237.tif,23.4435,81.5000,20.7000
IMG_00238.tif,14.8691,81.5000,20.7000
IMG_00239.tif,11.6068,81.5000,20.7000
IMG_00240.tif,18.8067,81.5000,20.7000
IMG_00241.tif,11.8462,81.5000,20.7000
IMG_00242.tif,24.1215,81.5000,20.7000
IMG_00243.tif,18.8259,81.5000,20.7000
IMG_00244.tif,9.4961,81.5000,20.7000
IMG_00245.tif,12.9986,81.5000,20.7000
IMG_00246.tif,18.9088,81.5000,20.7000
IMG_00247.tif,13.1740,81.5000,20.7000
IMG_00248.tif,15.8240,81.5000,20.7000
IMG_00249.tif,19.5684,81.5000,20.7000
IMG_00250.tif,15.1889,81.5000,20.7000
IMG_00251.tif,22.8626,81.5000,20.7000
IMG_00252.png,14.0022,81.5000,20.7000
IMG_00253.png,19.6832,81.5000,20.7000
IMG_00254.png,15.1354,81.5000,20.7000
IMG_00255.png,18.5428,81.5000,20.7000
IMG_00256.png,19.8311,81.5000,20.7000
IMG_00257.png,22.2325,81.5000,20.7000
IMG_00258.png,26.9814,81.5000,20.7000
IMG_00259.png,23.9920,81.5000,20.7000
IMG_00260.png,19.2167,81.5000,20.7000
IMG_00261.png,14.7031,81.5000,20.7000
IMG_00262.png,16.7133,81.5000,20.7000
IMG_00263.png,13.4790,81.5000,20.7000
IMG_00264.png,27.4970,81.5000,20.7000
IMG_00265.png,22.4978,81.5000,20.7000
IMG_00266.png,24.5704,81.5000,20.7000
IMG_00267.png,19.0854,81.5000,20.7000
IMG_00268.png,15.6923,81.5000,20.7000
IMG_00269.png,16.6805,81.5000,20.7000
IMG_00270.png,23.4554,81.5000,20.7000
IMG_00271.png,14.9518,81.5000,20.7000
IMG_00272.png,19.2525,81.5000,20.7000
IMG_00273.png,23.6040,81.5000,20.7000
IMG_00274.png,15.9144,81.5000,20.7000
IMG_00275.png,30.1246,81.5000,20.7000
IMG_00276.png,15.1586,81.5000,20.7000
IMG_00277.png,16.7570,81.5000,20.7000
IMG_00278.png,21.4479,81.5000,20.7000
IMG_00279.png,13.7058,81.5000,20.7000
IMG_00280.png,15.6947,81.5000,20.7000
IMG_00281.png,22.7700,81.5000,20.7000
IMG_00282.png,16.7275,81.5000,20.7000
IMG_00283.png,20.6650,81.5000,20.7000
IMG_00284.png,23.8806,81.5000,20.7000
IMG_00285.png,19.4536,81.5000,20.7000
IMG_00286.png,19.3121,81.5000,20.7000
IMG_00287.png,28.8364,81.5000,20.7000
IMG_00288.png,17.6760,81.5000,20.7000
IMG_00289.png,18.6012,81.5000,20.7000
IMG_00290.png,19.3053,81.5000,20.7000
IMG_00291.png,13.5825,81.5000,20.7000
IMG_00292.png,28.6808,81.5000,20.7000
IMG_00293.png,13.0650,81.5000,20.7000
IMG_00294.png,22.5885,81.5000,20.7000
IMG_00295.png,24.9661,81.5000,20.7000
IMG_00296.png,12.6456,81.5000,20.7000
IMG_00297.png,13.0047,81.5000,20.7000
IMG_00298.png,22.1211,81.5000,20.7000
IMG_00299.png,16.4200,81.5000,20.7000
IMG_00300.png,14.8647,81.5000,20.7000
IMG_00301.png,20.0800,81.5000,20.7000
IMG_00302.png,18.6389,81.5000,20.7000
IMG_00303.png,12.9026,81.5000,20.7000
IMG_00304.png,13.8614,81.5000,20.7000
IMG_00305.png,25.9707,81.5000,20.7000
IMG_00306.png,20.2189,81.5000,20.7000
IMG_00307.png,12.8784,81.5000,20.7000
IMG_00308.png,29.6005,81.5000,20.7000
IMG_00309.png,23.8621,81.5000,20.7000
